ID	XL_ID	XL_ID_source	XENLA_XenBase_GeneNames	XENLA_GenBank_Description	HUMAN_UniProtID	HUMAN_GeneNames_Primary	HUMAN_GeneNames_Synonyms	eggNOG_annotation
Xelaev18026866m.g	NA	Xenbase_9.1	Xetrov90003208m.L	NA	NA	NA	NA	NA
Xelaev18026875m.g	NA	Xenbase_9.1	Xelaev18026875m.g	NA	NA	NA	NA	NA
Xelaev18026877m.g	NA	Xenbase_9.1	Xelaev18026877m.g	NA	NA	NA	NA	NA
Xelaev18026879m.g	NA	Xenbase_9.1	Xelaev18026879m.g	NA	NA	NA	NA	NA
Xelaev18026880m.g	NA	Xenbase_9.1	Xelaev18026880m.g	NA	NA	NA	NA	NA
Xelaev18026881m.g	NA	Xenbase_9.1	Xelaev18026881m.g	NA	NA	NA	NA	NA
Xelaev18026890m.g	NA	Xenbase_9.1	Xelaev18026890m.g	NA	NA	NA	NA	NA
Xelaev18026891m.g	NA	Xenbase_9.1	Xelaev18026891m.g	NA	NA	NA	NA	NA
Xelaev18026892m.g	NA	Xenbase_9.1	Xelaev18026892m.g	NA	NA	NA	NA	NA
Xelaev18026893m.g	NA	Xenbase_9.1	Xelaev18026893m.g	NA	NA	NA	NA	NA
Xelaev18026894m.g	NA	Xenbase_9.1	Xelaev18026894m.g	NA	NA	NA	NA	NA
Xelaev18026895m.g	NA	Xenbase_9.1	Xelaev18026895m.g	NA	NA	NA	NA	NA
Xelaev18026898m.g	NA	Xenbase_9.1	Xelaev18026898m.g	NA	NA	NA	NA	NA
Xelaev18026901m.g	NA	Xenbase_9.1	Xelaev18026901m.g	NA	NA	NA	NA	NA
Xelaev18026902m.g	NA	Xenbase_9.1	Xetrov90015445m.L	NA	NA	NA	NA	NA
Xelaev18026903m.g	NA	Xenbase_9.1	Xelaev18026903m.g	NA	NA	NA	NA	NA
Xelaev18026904m.g	NA	Xenbase_9.1	Xelaev18026904m.g	NA	NA	NA	NA	NA
Xelaev18026908m.g	NA	Xenbase_9.1	Xelaev18026908m.g	NA	NA	NA	NA	NA
Xelaev18026916m.g	NA	Xenbase_9.1	Xelaev18026916m.g	NA	NA	NA	NA	NA
Xelaev18026917m.g	NA	Xenbase_9.1	Xelaev18026917m.g	NA	NA	NA	NA	NA
Xelaev18026918m.g	NA	Xenbase_9.1	Xelaev18026918m.g	NA	NA	NA	NA	NA
Xelaev18026920m.g	NA	Xenbase_9.1	Xelaev18026920m.g	NA	NA	NA	NA	NA
Xelaev18026921m.g	NA	Xenbase_9.1	Xelaev18026921m.g	NA	NA	NA	NA	NA
Xelaev18026922m.g	NA	Xenbase_9.1	Xelaev18026922m.g	NA	NA	NA	NA	NA
Xelaev18026926m.g	NA	Xenbase_9.1	Xelaev18026926m.g	NA	NA	NA	NA	NA
Xelaev18026927m.g	NA	Xenbase_9.1	Xelaev18026927m.g	NA	NA	NA	NA	NA
Xelaev18026939m.g	NA	Xenbase_9.1	Xelaev18026939m.g	NA	NA	NA	NA	NA
Xelaev18026940m.g	NA	Xenbase_9.1	Xelaev18026940m.g	NA	NA	NA	NA	NA
Xelaev18026941m.g	NA	Xenbase_9.1	Xelaev18026941m.g	NA	NA	NA	NA	NA
Xelaev18026942m.g	NA	Xenbase_9.1	Xelaev18026942m.g	NA	NA	NA	NA	NA
Xelaev18026943m.g	NA	Xenbase_9.1	Xelaev18026943m.g	NA	NA	NA	NA	NA
Xelaev18026945m.g	NA	Xenbase_9.1	Xelaev18026945m.g	NA	NA	NA	NA	NA
Xelaev18026946m.g	NA	Xenbase_9.1	Xelaev18026946m.g	NA	NA	NA	NA	NA
Xelaev18026947m.g	NA	Xenbase_9.1	Xelaev18026947m.g	NA	NA	NA	NA	NA
Xelaev18026948m.g	NA	Xenbase_9.1	Xelaev18026948m.g	NA	NA	NA	NA	NA
Xelaev18026949m.g	NA	Xenbase_9.1	Xelaev18026949m.g	NA	NA	NA	NA	NA
Xelaev18026950m.g	NA	Xenbase_9.1	Xelaev18026950m.g	NA	NA	NA	NA	NA
Xelaev18026951m.g	NA	Xenbase_9.1	Xelaev18026951m.g	NA	NA	NA	NA	NA
Xelaev18026955m.g	NA	Xenbase_9.1	Xelaev18026955m.g	NA	NA	NA	NA	NA
Xelaev18026956m.g	NA	Xenbase_9.1	Xelaev18026956m.g	NA	NA	NA	NA	NA
Xelaev18026958m.g	NA	Xenbase_9.1	Xelaev18026958m.g	NA	NA	NA	NA	NA
Xelaev18026960m.g	NA	Xenbase_9.1	Xetrov90015510m.L	NA	NA	NA	NA	NA
Xelaev18026965m.g	NA	Xenbase_9.1	Xelaev18026965m.g	NA	NA	NA	NA	NA
Xelaev18026969m.g	NA	Xenbase_9.1	Xelaev18026969m.g	NA	NA	NA	NA	NA
Xelaev18026975m.g	NA	Xenbase_9.1	Xelaev18026975m.g	NA	NA	NA	NA	NA
Xelaev18026976m.g	NA	Xenbase_9.1	Xelaev18026976m.g	NA	NA	NA	NA	NA
Xelaev18026979m.g	NA	Xenbase_9.1	Xelaev18026979m.g	NA	NA	NA	NA	NA
Xelaev18026983m.g	NA	Xenbase_9.1	Xelaev18026983m.g	NA	NA	NA	NA	NA
Xelaev18026984m.g	NA	Xenbase_9.1	Xelaev18026984m.g	NA	NA	NA	NA	NA
Xelaev18026986m.g	NA	Xenbase_9.1	Xelaev18026986m.g	NA	NA	NA	NA	NA
Xelaev18026995m.g	NA	Xenbase_9.1	Xelaev18026995m.g	NA	NA	NA	NA	NA
Xelaev18027000m.g	NA	Xenbase_9.1	Xelaev18027000m.g	NA	NA	NA	NA	NA
Xelaev18027006m.g	NA	Xenbase_9.1	Xelaev18027006m.g	NA	NA	NA	NA	NA
Xelaev18027007m.g	NA	Xenbase_9.1	Xetrov90023696m.L	NA	NA	NA	NA	NA
Xelaev18027008m.g	NA	Xenbase_9.1	Xelaev18027008m.g	NA	NA	NA	NA	NA
Xelaev18027010m.g	NA	Xenbase_9.1	Xelaev18027010m.g	NA	NA	NA	NA	NA
Xelaev18027012m.g	NA	Xenbase_9.1	Xelaev18027012m.g	NA	NA	NA	NA	NA
Xelaev18027013m.g	NA	Xenbase_9.1	Xelaev18027013m.g	NA	NA	NA	NA	NA
Xelaev18027014m.g	NA	Xenbase_9.1	Xetrov90013471m.L	NA	NA	NA	NA	NA
Xelaev18027019m.g	NA	Xenbase_9.1	Xelaev18027019m.g	NA	NA	NA	NA	NA
Xelaev18027020m.g	NA	Xenbase_9.1	Xelaev18027020m.g	NA	NA	NA	NA	NA
Xelaev18027021m.g	NA	Xenbase_9.1	Xelaev18027021m.g	NA	NA	NA	NA	NA
Xelaev18027022m.g	NA	Xenbase_9.1	Xelaev18027022m.g	NA	NA	NA	NA	NA
Xelaev18027029m.g	NA	Xenbase_9.1	Xelaev18027029m.g	NA	NA	NA	NA	NA
Xelaev18027030m.g	NA	Xenbase_9.1	Xelaev18027030m.g	NA	NA	NA	NA	NA
Xelaev18027048m.g	NA	Xenbase_9.1	Xelaev18027048m.g	NA	NA	NA	NA	NA
Xelaev18027052m.g	NA	Xenbase_9.1	Xelaev18027052m.g	NA	NA	NA	NA	NA
Xelaev18027056m.g	NA	Xenbase_9.1	Xelaev18027056m.g	NA	NA	NA	NA	NA
Xelaev18027057m.g	NA	Xenbase_9.1	Xelaev18027057m.g	NA	NA	NA	NA	NA
Xelaev18027058m.g	NA	Xenbase_9.1	Xelaev18027058m.g	NA	NA	NA	NA	NA
Xelaev18027059m.g	NA	Xenbase_9.1	Xelaev18027059m.g	NA	NA	NA	NA	NA
Xelaev18027064m.g	NA	Xenbase_9.1	Xelaev18027064m.g	NA	NA	NA	NA	NA
Xelaev18027065m.g	NA	Xenbase_9.1	loc100494089.L	NA	NA	NA	NA	NA
Xelaev18027066m.g	NA	Xenbase_9.1	Xelaev18027066m.g	NA	NA	NA	NA	NA
Xelaev18027067m.g	NA	Xenbase_9.1	Xelaev18027067m.g	NA	NA	NA	NA	NA
Xelaev18027068m.g	NA	Xenbase_9.1	Xelaev18027068m.g	NA	NA	NA	NA	NA
Xelaev18027073m.g	NA	Xenbase_9.1	Xetrov90029571m.L	NA	NA	NA	NA	NA
Xelaev18027074m.g	NA	Xenbase_9.1	Xelaev18027074m.g	NA	NA	NA	NA	NA
Xelaev18027075m.g	NA	Xenbase_9.1	Xelaev18027075m.g	NA	NA	NA	NA	NA
Xelaev18027076m.g	NA	Xenbase_9.1	Xelaev18027076m.g	NA	NA	NA	NA	NA
Xelaev18027077m.g	NA	Xenbase_9.1	Xelaev18027077m.g	NA	NA	NA	NA	NA
Xelaev18027081m.g	NA	Xenbase_9.1	Xelaev18027081m.g	NA	NA	NA	NA	NA
Xelaev18027082m.g	NA	Xenbase_9.1	Xelaev18027082m.g	NA	NA	NA	NA	NA
Xelaev18027085m.g	NA	Xenbase_9.1	Xelaev18027085m.g	NA	NA	NA	NA	NA
Xelaev18027088m.g	NA	Xenbase_9.1	Xelaev18027088m.g	NA	NA	NA	NA	NA
Xelaev18027089m.g	NA	Xenbase_9.1	loc100498064.L	NA	NA	NA	NA	NA
Xelaev18027090m.g	NA	Xenbase_9.1	Xelaev18027090m.g	NA	NA	NA	NA	NA
Xelaev18027091m.g	NA	Xenbase_9.1	Xelaev18027091m.g	NA	NA	NA	NA	NA
Xelaev18027092m.g	NA	Xenbase_9.1	Xelaev18027092m.g	NA	NA	NA	NA	NA
Xelaev18027094m.g	NA	Xenbase_9.1	Xelaev18027094m.g	NA	NA	NA	NA	NA
Xelaev18027102m.g	NA	Xenbase_9.1	Xelaev18027102m.g	NA	NA	NA	NA	NA
Xelaev18027103m.g	NA	Xenbase_9.1	Xelaev18027103m.g	NA	NA	NA	NA	NA
Xelaev18027112m.g	NA	Xenbase_9.1	loc100491589.L	NA	NA	NA	NA	NA
Xelaev18027120m.g	NA	Xenbase_9.1	Xelaev18027120m.g	NA	NA	NA	NA	NA
Xelaev18027123m.g	NA	Xenbase_9.1	Xelaev18027123m.g	NA	NA	NA	NA	NA
Xelaev18027128m.g	NA	Xenbase_9.1	Xelaev18027128m.g	NA	NA	NA	NA	NA
Xelaev18027151m.g	NA	Xenbase_9.1	Xelaev18027151m.g	NA	NA	NA	NA	NA
Xelaev18027159m.g	NA	Xenbase_9.1	Xelaev18027159m.g	NA	NA	NA	NA	NA
Xelaev18027160m.g	NA	Xenbase_9.1	Xetrov90014037m.L	NA	NA	NA	NA	NA
Xelaev18027161m.g	NA	Xenbase_9.1	Xelaev18027161m.g	NA	NA	NA	NA	NA
Xelaev18027162m.g	NA	Xenbase_9.1	Xelaev18027162m.g	NA	NA	NA	NA	NA
Xelaev18027163m.g	NA	Xenbase_9.1	Xelaev18027163m.g	NA	NA	NA	NA	NA
Xelaev18027166m.g	NA	Xenbase_9.1	Xelaev18027166m.g	NA	NA	NA	NA	NA
Xelaev18027169m.g	NA	Xenbase_9.1	Xelaev18027169m.g	NA	NA	NA	NA	NA
Xelaev18027170m.g	NA	Xenbase_9.1	Xelaev18027170m.g	NA	NA	NA	NA	NA
Xelaev18027171m.g	NA	Xenbase_9.1	Xelaev18027171m.g	NA	NA	NA	NA	NA
Xelaev18027172m.g	NA	Xenbase_9.1	Xetrov90013534m.L	NA	NA	NA	NA	NA
Xelaev18027183m.g	NA	Xenbase_9.1	Xelaev18027183m.g	NA	NA	NA	NA	NA
Xelaev18027184m.g	NA	Xenbase_9.1	Xelaev18027184m.g	NA	NA	NA	NA	NA
Xelaev18027186m.g	NA	Xenbase_9.1	Xelaev18027186m.g	NA	NA	NA	NA	NA
Xelaev18027200m.g	NA	Xenbase_9.1	Xelaev18027200m.g	NA	NA	NA	NA	NA
Xelaev18027201m.g	NA	Xenbase_9.1	Xetrov90014074m.L	NA	NA	NA	NA	NA
Xelaev18027214m.g	NA	Xenbase_9.1	Xelaev18027214m.g	NA	NA	NA	NA	NA
Xelaev18027216m.g	NA	Xenbase_9.1	loc100490489.L	NA	NA	NA	NA	NA
Xelaev18027221m.g	NA	Xenbase_9.1	aim1-like.2.L	NA	NA	NA	NA	NA
Xelaev18027222m.g	NA	Xenbase_9.1	Xelaev18027222m.g	NA	NA	NA	NA	NA
Xelaev18027229m.g	NA	Xenbase_9.1	Xelaev18027229m.g	NA	NA	NA	NA	NA
Xelaev18027230m.g	NA	Xenbase_9.1	Xelaev18027230m.g	NA	NA	NA	NA	NA
Xelaev18027231m.g	NA	Xenbase_9.1	Xelaev18027231m.g	NA	NA	NA	NA	NA
Xelaev18027232m.g	NA	Xenbase_9.1	Xelaev18027232m.g	NA	NA	NA	NA	NA
Xelaev18027233m.g	NA	Xenbase_9.1	Xelaev18027233m.g	NA	NA	NA	NA	NA
Xelaev18027238m.g	NA	Xenbase_9.1	Xelaev18027238m.g	NA	NA	NA	NA	NA
Xelaev18027242m.g	NA	Xenbase_9.1	Xelaev18027242m.g	NA	NA	NA	NA	NA
Xelaev18027243m.g	NA	Xenbase_9.1	Xelaev18027243m.g	NA	NA	NA	NA	NA
Xelaev18027245m.g	NA	Xenbase_9.1	Xelaev18027245m.g	NA	NA	NA	NA	NA
Xelaev18027256m.g	NA	Xenbase_9.1	Xelaev18027256m.g	NA	NA	NA	NA	NA
Xelaev18027259m.g	NA	Xenbase_9.1	Xelaev18027259m.g	NA	NA	NA	NA	NA
Xelaev18027265m.g	NA	Xenbase_9.1	Xelaev18027265m.g	NA	NA	NA	NA	NA
Xelaev18027269m.g	NA	Xenbase_9.1	Xelaev18027269m.g	NA	NA	NA	NA	NA
Xelaev18027273m.g	NA	Xenbase_9.1	Xetrov90014211m.L	NA	NA	NA	NA	NA
Xelaev18027274m.g	NA	Xenbase_9.1	Xelaev18027274m.g	NA	NA	NA	NA	NA
Xelaev18027277m.g	NA	Xenbase_9.1	mdn1.L	NA	NA	NA	NA	NA
Xelaev18027279m.g	NA	Xenbase_9.1	Xelaev18027279m.g	NA	NA	NA	NA	NA
Xelaev18027289m.g	NA	Xenbase_9.1	Xelaev18027289m.g	NA	NA	NA	NA	NA
Xelaev18027291m.g	NA	Xenbase_9.1	Xelaev18027291m.g	NA	NA	NA	NA	NA
Xelaev18027292m.g	NA	Xenbase_9.1	Xelaev18027292m.g	NA	NA	NA	NA	NA
Xelaev18027298m.g	NA	Xenbase_9.1	Xelaev18027298m.g	NA	NA	NA	NA	NA
Xelaev18027300m.g	NA	Xenbase_9.1	Xelaev18027300m.g	NA	NA	NA	NA	NA
Xelaev18027307m.g	NA	Xenbase_9.1	Xelaev18027307m.g	NA	NA	NA	NA	NA
Xelaev18027318m.g	NA	Xenbase_9.1	Xelaev18027318m.g	NA	NA	NA	NA	NA
Xelaev18027336m.g	NA	Xenbase_9.1	Xelaev18027336m.g	NA	NA	NA	NA	NA
Xelaev18027338m.g	NA	Xenbase_9.1	Xelaev18027338m.g	NA	NA	NA	NA	NA
Xelaev18027349m.g	NA	Xenbase_9.1	Xelaev18027349m.g	NA	NA	NA	NA	NA
Xelaev18027353m.g	NA	Xenbase_9.1	Xelaev18027353m.g	NA	NA	NA	NA	NA
Xelaev18027360m.g	NA	Xenbase_9.1	dst.L	NA	NA	NA	NA	NA
Xelaev18027364m.g	NA	Xenbase_9.1	Xelaev18027364m.g	NA	NA	NA	NA	NA
Xelaev18027365m.g	NA	Xenbase_9.1	Xelaev18027365m.g	NA	NA	NA	NA	NA
Xelaev18027367m.g	NA	Xenbase_9.1	Xelaev18027367m.g	NA	NA	NA	NA	NA
Xelaev18027369m.g	NA	Xenbase_9.1	Xelaev18027369m.g	NA	NA	NA	NA	NA
Xelaev18027371m.g	NA	Xenbase_9.1	Xelaev18027371m.g	NA	NA	NA	NA	NA
Xelaev18027372m.g	NA	Xenbase_9.1	Xelaev18027372m.g	NA	NA	NA	NA	NA
Xelaev18027380m.g	NA	Xenbase_9.1	Xelaev18027380m.g	NA	NA	NA	NA	NA
Xelaev18027395m.g	NA	Xenbase_9.1	Xelaev18027395m.g	NA	NA	NA	NA	NA
Xelaev18027398m.g	NA	Xenbase_9.1	Xelaev18027398m.g	NA	NA	NA	NA	NA
Xelaev18027399m.g	NA	Xenbase_9.1	Xelaev18027399m.g	NA	NA	NA	NA	NA
Xelaev18027403m.g	NA	Xenbase_9.1	Xelaev18027403m.g	NA	NA	NA	NA	NA
Xelaev18027409m.g	NA	Xenbase_9.1	Xelaev18027409m.g	NA	NA	NA	NA	NA
Xelaev18027412m.g	NA	Xenbase_9.1	Xelaev18027412m.g	NA	NA	NA	NA	NA
Xelaev18027413m.g	NA	Xenbase_9.1	Xelaev18027413m.g	NA	NA	NA	NA	NA
Xelaev18027419m.g	NA	Xenbase_9.1	thpo.L	NA	NA	NA	NA	NA
Xelaev18027424m.g	NA	Xenbase_9.1	Xelaev18027424m.g	NA	NA	NA	NA	NA
Xelaev18027434m.g	NA	Xenbase_9.1	Xelaev18027434m.g	NA	NA	NA	NA	NA
Xelaev18027435m.g	NA	Xenbase_9.1	loc100490020.L	NA	NA	NA	NA	NA
Xelaev18027447m.g	NA	Xenbase_9.1	Xelaev18027447m.g	NA	NA	NA	NA	NA
Xelaev18027450m.g	NA	Xenbase_9.1	Xelaev18027450m.g	NA	NA	NA	NA	NA
Xelaev18027452m.g	NA	Xenbase_9.1	Xelaev18027452m.g	NA	NA	NA	NA	NA
Xelaev18027454m.g	NA	Xenbase_9.1	Xelaev18027454m.g	NA	NA	NA	NA	NA
Xelaev18027455m.g	NA	Xenbase_9.1	Xelaev18027455m.g	NA	NA	NA	NA	NA
Xelaev18027472m.g	NA	Xenbase_9.1	Xelaev18027472m.g	NA	NA	NA	NA	NA
Xelaev18027473m.g	NA	Xenbase_9.1	Xelaev18027473m.g	NA	NA	NA	NA	NA
Xelaev18027478m.g	NA	Xenbase_9.1	Xelaev18027478m.g	NA	NA	NA	NA	NA
Xelaev18027480m.g	NA	Xenbase_9.1	Xetrov90014444m.L	NA	NA	NA	NA	NA
Xelaev18027482m.g	NA	Xenbase_9.1	Xelaev18027482m.g	NA	NA	NA	NA	NA
Xelaev18027486m.g	NA	Xenbase_9.1	Xelaev18027486m.g	NA	NA	NA	NA	NA
Xelaev18027495m.g	NA	Xenbase_9.1	zan.L	NA	NA	NA	NA	NA
Xelaev18027497m.g	NA	Xenbase_9.1	Xelaev18027497m.g	NA	NA	NA	NA	NA
Xelaev18027515m.g	NA	Xenbase_9.1	Xelaev18027515m.g	NA	NA	NA	NA	NA
Xelaev18027516m.g	NA	Xenbase_9.1	Xelaev18027516m.g	NA	NA	NA	NA	NA
Xelaev18027524m.g	NA	Xenbase_9.1	Xelaev18027524m.g	NA	NA	NA	NA	NA
Xelaev18027541m.g	NA	Xenbase_9.1	Xelaev18027541m.g	NA	NA	NA	NA	NA
Xelaev18027542m.g	NA	Xenbase_9.1	Xelaev18027542m.g	NA	NA	NA	NA	NA
Xelaev18027543m.g	NA	Xenbase_9.1	Xelaev18027543m.g	NA	NA	NA	NA	NA
Xelaev18027544m.g	NA	Xenbase_9.1	Xelaev18027544m.g	NA	NA	NA	NA	NA
Xelaev18027549m.g	NA	Xenbase_9.1	Xelaev18027549m.g	NA	NA	NA	NA	NA
Xelaev18027550m.g	NA	Xenbase_9.1	Xelaev18027550m.g	NA	NA	NA	NA	NA
Xelaev18027551m.g	NA	Xenbase_9.1	Xelaev18027551m.g	NA	NA	NA	NA	NA
Xelaev18027552m.g	NA	Xenbase_9.1	Xelaev18027552m.g	NA	NA	NA	NA	NA
Xelaev18027560m.g	NA	Xenbase_9.1	Xelaev18027560m.g	NA	NA	NA	NA	NA
Xelaev18027568m.g	NA	Xenbase_9.1	Xelaev18027568m.g	NA	NA	NA	NA	NA
Xelaev18027570m.g	NA	Xenbase_9.1	Xelaev18027570m.g	NA	NA	NA	NA	NA
Xelaev18027571m.g	NA	Xenbase_9.1	Xelaev18027571m.g	NA	NA	NA	NA	NA
Xelaev18027575m.g	NA	Xenbase_9.1	Xelaev18027575m.g	NA	NA	NA	NA	NA
Xelaev18027591m.g	NA	Xenbase_9.1	Xelaev18027591m.g	NA	NA	NA	NA	NA
Xelaev18027592m.g	NA	Xenbase_9.1	Xelaev18027592m.g	NA	NA	NA	NA	NA
Xelaev18027600m.g	NA	Xenbase_9.1	Xelaev18027600m.g	NA	NA	NA	NA	NA
Xelaev18027607m.g	NA	Xenbase_9.1	Xelaev18027607m.g	NA	NA	NA	NA	NA
Xelaev18027616m.g	NA	Xenbase_9.1	Xelaev18027616m.g	NA	NA	NA	NA	NA
Xelaev18027622m.g	NA	Xenbase_9.1	Xelaev18027622m.g	NA	NA	NA	NA	NA
Xelaev18027623m.g	NA	Xenbase_9.1	Xelaev18027623m.g	NA	NA	NA	NA	NA
Xelaev18027630m.g	NA	Xenbase_9.1	Xelaev18027630m.g	NA	NA	NA	NA	NA
Xelaev18027635m.g	NA	Xenbase_9.1	Xelaev18027635m.g	NA	NA	NA	NA	NA
Xelaev18027642m.g	NA	Xenbase_9.1	Xelaev18027642m.g	NA	NA	NA	NA	NA
Xelaev18027650m.g	NA	Xenbase_9.1	Xelaev18027650m.g	NA	NA	NA	NA	NA
Xelaev18027662m.g	NA	Xenbase_9.1	loc101734693.L	NA	NA	NA	NA	NA
Xelaev18027669m.g	NA	Xenbase_9.1	Xetrov90014516m.L	NA	NA	NA	NA	NA
Xelaev18027672m.g	NA	Xenbase_9.1	Xelaev18027672m.g	NA	NA	NA	NA	NA
Xelaev18027681m.g	NA	Xenbase_9.1	Xelaev18027681m.g	NA	NA	NA	NA	NA
Xelaev18027694m.g	NA	Xenbase_9.1	Xelaev18027694m.g	NA	NA	NA	NA	NA
Xelaev18027715m.g	NA	Xenbase_9.1	Xelaev18027715m.g	NA	NA	NA	NA	NA
Xelaev18027720m.g	NA	Xenbase_9.1	Xelaev18027720m.g	NA	NA	NA	NA	NA
Xelaev18027722m.g	NA	Xenbase_9.1	loc105947339.L	NA	NA	NA	NA	NA
Xelaev18027737m.g	NA	Xenbase_9.1	Xelaev18027737m.g	NA	NA	NA	NA	NA
Xelaev18027738m.g	NA	Xenbase_9.1	Xelaev18027738m.g	NA	NA	NA	NA	NA
Xelaev18027740m.g	NA	Xenbase_9.1	Xelaev18027740m.g	NA	NA	NA	NA	NA
Xelaev18027742m.g	NA	Xenbase_9.1	Xelaev18027742m.g	NA	NA	NA	NA	NA
Xelaev18027744m.g	NA	Xenbase_9.1	Xelaev18027744m.g	NA	NA	NA	NA	NA
Xelaev18027745m.g	NA	Xenbase_9.1	Xelaev18027745m.g	NA	NA	NA	NA	NA
Xelaev18027746m.g	NA	Xenbase_9.1	Xelaev18027746m.g	NA	NA	NA	NA	NA
Xelaev18027753m.g	NA	Xenbase_9.1	Xelaev18027753m.g	NA	NA	NA	NA	NA
Xelaev18027767m.g	NA	Xenbase_9.1	Xelaev18027767m.g	NA	NA	NA	NA	NA
Xelaev18027769m.g	NA	Xenbase_9.1	Xelaev18027769m.g	NA	NA	NA	NA	NA
Xelaev18027777m.g	NA	Xenbase_9.1	Xelaev18027777m.g	NA	NA	NA	NA	NA
Xelaev18027779m.g	NA	Xenbase_9.1	Xetrov90014822m.L	NA	NA	NA	NA	NA
Xelaev18027780m.g	NA	Xenbase_9.1	Xetrov90014827m.L	NA	NA	NA	NA	NA
Xelaev18027785m.g	NA	Xenbase_9.1	Xelaev18027785m.g	NA	NA	NA	NA	NA
Xelaev18027790m.g	NA	Xenbase_9.1	Xelaev18027790m.g	NA	NA	NA	NA	NA
Xelaev18027791m.g	NA	Xenbase_9.1	Xelaev18027791m.g	NA	NA	NA	NA	NA
Xelaev18027792m.g	NA	Xenbase_9.1	Xelaev18027792m.g	NA	NA	NA	NA	NA
Xelaev18027795m.g	NA	Xenbase_9.1	Xelaev18027795m.g	NA	NA	NA	NA	NA
Xelaev18027797m.g	NA	Xenbase_9.1	Xelaev18027797m.g	NA	NA	NA	NA	NA
Xelaev18027798m.g	NA	Xenbase_9.1	loc100490428-like.L	NA	NA	NA	NA	NA
Xelaev18027809m.g	NA	Xenbase_9.1	Xelaev18027809m.g	NA	NA	NA	NA	NA
Xelaev18027816m.g	NA	Xenbase_9.1	Xelaev18027816m.g	NA	NA	NA	NA	NA
Xelaev18027818m.g	NA	Xenbase_9.1	Xelaev18027818m.g	NA	NA	NA	NA	NA
Xelaev18027819m.g	NA	Xenbase_9.1	Xetrov90014864m.L	NA	NA	NA	NA	NA
Xelaev18027828m.g	NA	Xenbase_9.1	Xelaev18027828m.g	NA	NA	NA	NA	NA
Xelaev18027833m.g	NA	Xenbase_9.1	Xelaev18027833m.g	NA	NA	NA	NA	NA
Xelaev18027850m.g	NA	Xenbase_9.1	Xelaev18027850m.g	NA	NA	NA	NA	NA
Xelaev18027853m.g	NA	Xenbase_9.1	Xelaev18027853m.g	NA	NA	NA	NA	NA
Xelaev18027859m.g	NA	Xenbase_9.1	Xelaev18027859m.g	NA	NA	NA	NA	NA
Xelaev18027872m.g	NA	Xenbase_9.1	Xelaev18027872m.g	NA	NA	NA	NA	NA
Xelaev18027875m.g	NA	Xenbase_9.1	Xelaev18027875m.g	NA	NA	NA	NA	NA
Xelaev18027888m.g	NA	Xenbase_9.1	Xelaev18027888m.g	NA	NA	NA	NA	NA
Xelaev18027889m.g	NA	Xenbase_9.1	Xelaev18027889m.g	NA	NA	NA	NA	NA
Xelaev18027922m.g	NA	Xenbase_9.1	Xelaev18027922m.g	NA	NA	NA	NA	NA
Xelaev18027951m.g	NA	Xenbase_9.1	Xelaev18027951m.g	NA	NA	NA	NA	NA
Xelaev18027960m.g	NA	Xenbase_9.1	Xelaev18027960m.g	NA	NA	NA	NA	NA
Xelaev18027964m.g	NA	Xenbase_9.1	Xelaev18027964m.g	NA	NA	NA	NA	NA
Xelaev18027974m.g	NA	Xenbase_9.1	Xelaev18027974m.g	NA	NA	NA	NA	NA
Xelaev18027976m.g	NA	Xenbase_9.1	Xelaev18027976m.g	NA	NA	NA	NA	NA
Xelaev18027980m.g	NA	Xenbase_9.1	Xelaev18027980m.g	NA	NA	NA	NA	NA
Xelaev18027984m.g	NA	Xenbase_9.1	Xelaev18027984m.g	NA	NA	NA	NA	NA
Xelaev18027985m.g	NA	Xenbase_9.1	ccl34.L	NA	NA	NA	NA	NA
Xelaev18027986m.g	NA	Xenbase_9.1	xcl1.L	NA	NA	NA	NA	NA
Xelaev18027991m.g	NA	Xenbase_9.1	Xelaev18027991m.g	NA	NA	NA	NA	NA
Xelaev18027992m.g	NA	Xenbase_9.1	Xelaev18027992m.g	NA	NA	NA	NA	NA
Xelaev18027993m.g	NA	Xenbase_9.1	Xelaev18027993m.g	NA	NA	NA	NA	NA
Xelaev18028013m.g	NA	Xenbase_9.1	rnaseh1.L	NA	NA	NA	NA	NA
Xelaev18028017m.g	NA	Xenbase_9.1	Xetrov90015104m.L	NA	NA	NA	NA	NA
Xelaev18028024m.g	NA	Xenbase_9.1	Xelaev18028024m.g	NA	NA	NA	NA	NA
Xelaev18028025m.g	NA	Xenbase_9.1	Xelaev18028025m.g	NA	NA	NA	NA	NA
Xelaev18028027m.g	NA	Xenbase_9.1	Xelaev18028027m.g	NA	NA	NA	NA	NA
Xelaev18028029m.g	NA	Xenbase_9.1	Xelaev18028029m.g	NA	NA	NA	NA	NA
Xelaev18028035m.g	NA	Xenbase_9.1	Xelaev18028035m.g	NA	NA	NA	NA	NA
Xelaev18028039m.g	NA	Xenbase_9.1	MGC147302.L	NA	NA	NA	NA	NA
Xelaev18028046m.g	NA	Xenbase_9.1	Xelaev18028046m.g	NA	NA	NA	NA	NA
Xelaev18028050m.g	NA	Xenbase_9.1	pgat.L	NA	NA	NA	NA	NA
Xelaev18028053m.g	NA	Xenbase_9.1	Xelaev18028053m.g	NA	NA	NA	NA	NA
